humidity,timeout,temp,co2,time 
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.0, 2.0, 65535.0, 3.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:22
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.0, 2.0, 65535.0, 3.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:23
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.0, 2.0, 65535.0, 3.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:24
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[27.0, 2.0, 65535.0, 3.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:26
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[32.0, 6.0, 65535.0, 8.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:27
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[32.0, 6.0, 65535.0, 8.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:28
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[32.0, 6.0, 65535.0, 8.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:29
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[32.0, 6.0, 65535.0, 8.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:31
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[37.0, 11.0, 65535.0, 13.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:32
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[37.0, 11.0, 65535.0, 13.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:33
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[37.0, 11.0, 65535.0, 13.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:34
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[42.0, 17.0, 65535.0, 18.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:36
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[42.0, 17.0, 65535.0, 18.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:37
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[42.0, 17.0, 65535.0, 18.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:38
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[42.0, 17.0, 65535.0, 18.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:39
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[42.0, 17.0, 65535.0, 18.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:41
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[47.0, 21.0, 65535.0, 23.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:42
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[47.0, 21.0, 65535.0, 23.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:43
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[47.0, 21.0, 65535.0, 23.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:44
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[47.0, 21.0, 65535.0, 23.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:45
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[47.0, 21.0, 65535.0, 23.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:47
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[47.0, 21.0, 65535.0, 23.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:48
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[52.0, 30.0, 65535.0, 31.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:50
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 30.0, 65535.0, 32.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:51
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 30.0, 65535.0, 32.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:52
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 30.0, 65535.0, 32.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:53
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[56.0, 30.0, 65535.0, 32.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:54
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 36.0, 65535.0, 37.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:56
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 36.0, 65535.0, 37.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:57
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 36.0, 65535.0, 37.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:58
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 36.0, 65535.0, 37.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:13:59
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[61.0, 36.0, 65535.0, 37.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:01
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[67.0, 42.0, 65535.0, 43.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:02
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[67.0, 42.0, 65535.0, 43.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:03
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[67.0, 42.0, 65535.0, 43.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:04
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[67.0, 42.0, 65535.0, 43.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:06
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[72.0, 47.0, 65535.0, 5.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:07
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[72.0, 47.0, 65535.0, 5.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:08
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[72.0, 47.0, 65535.0, 5.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:09
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[72.0, 47.0, 65535.0, 5.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:11
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[77.0, 51.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:12
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[77.0, 51.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:13
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[77.0, 51.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:14
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[77.0, 51.0, 65535.0, 10.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:16
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[82.0, 57.0, 65535.0, 15.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:17
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[82.0, 57.0, 65535.0, 15.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:18
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[82.0, 57.0, 65535.0, 15.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:19
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[82.0, 57.0, 65535.0, 15.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:20
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[87.0, 62.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:22
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[87.0, 62.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:23
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[87.0, 62.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:24
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[87.0, 62.0, 65535.0, 20.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:25
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[92.0, 67.0, 65535.0, 25.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:27
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[92.0, 67.0, 65535.0, 25.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:28
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[92.0, 67.0, 65535.0, 25.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:29
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[92.0, 67.0, 65535.0, 25.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:30
"[33.75, 0.0, 35.23, 0.0, 0.0, 0.0, 0.0, 0.0]","[92.0, 67.0, 65535.0, 25.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:31
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:32
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:34
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:35
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:36
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:37
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:38
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:40
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:41
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:42
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:43
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:44
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:45
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:46
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:48
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:49
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[97.0, 72.0, 65535.0, 4.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:50
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[17.0, 92.0, 65535.0, 24.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:51
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[17.0, 92.0, 65535.0, 24.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:52
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[17.0, 92.0, 65535.0, 24.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:53
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[17.0, 92.0, 65535.0, 24.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:55
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[22.0, 97.0, 65535.0, 29.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:56
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[22.0, 97.0, 65535.0, 29.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:57
"[33.75, 0.0, 34.689999, 0.0, 0.0, 0.0, 0.0, 0.0]","[22.0, 97.0, 65535.0, 29.0, 0.0, 0.0, 0.0, 0.0]","[22.700001, 0.0, 19.1, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",15:14:58
